ID,Year,Country,CBMAC,CBMMC,CBCAC,CBCMC,CBSTAC,GDP,Inflation,Interest,Exc,Unem,GDP1,Inflation1,Interest1,Exc1,Unem1,GDP2,Inflation2,Interest2,Exc2,Unem2,,,,,,,,
244,2010,Germany,67,16,0,0,0,"2,564,400.00",1.1,2.74,1,4.6,2.2465971,0.45901926,-0.798599679,-0.23571404,-0.08364873,0.134070161,0.35064935,0.034725275,0.026937018,0.22151899,,,,,,,,
245,2010,Greece,1,1,0,0,0,"226,031.40",4.7,9.09,1,7.6,2.25910982,0.82646079,-0.647572518,-0.23784112,-0.95762923,0.130523141,0.2987013,0.042637363,0.026581475,0.24683544,,,,,,,,
246,2010,Hungary,0,7,0,0,0,"98,986.80",4.7,7.28,275.48,6.1,2.32890583,-0.12888718,-1.044018815,-0.23571404,-0.21810727,0.12566965,0.23376623,0.086593407,0.025795831,0.26582278,,,,,,,,
247,2010,Ireland,16,14,0,0,0,"167,732.30",-1.6,5.74,1,9.7,2.33482494,0.60599588,-0.5607319,-0.23770245,-1.0248585,0.126442521,0.25974026,0.104175824,0.024418641,0.2721519,,,,,,,,
248,2010,Italy,25,13,0,0,0,"1,611,279.40",1.6,4.04,1,4.6,2.3489603,-0.3493521,-0.632469802,-0.23882747,-0.85678533,0.123128066,0.32467532,0.080879121,0.0245807,0.26582278,,,,,,,,
249,2010,Lithuania,4,22,0,0,0,"27,955.30",1.2,5.57,1,11.1,2.45918284,0.16506604,-0.760842888,-0.23782214,-1.09208777,0.118184699,0.38961039,0.125714286,0.025584169,0.25316456,,,,,,,,
250,2010,Luxembourg,31,23,0,0,0,"40,177.80",2.8,3.17,1,2.7,2.51049407,-0.27586379,-0.05856659,-0.23571404,-0.41979507,0.107236159,0.45454545,0.138021978,0.027147756,0.29113924,,,,,,,,
251,2010,Malta,2,0,0,0,0,"6,599.50",2,4.19,1,3.7,2.6060752,-0.79028194,-0.417256097,-0.24044248,-0.72232679,0.733915517,0.42857143,0.04967033,0.00046809,0.06962025,,,,,,,,
252,2010,Netherlands,14,42,0,0,0,"639,187.00",0.9,2.99,1,3.5,2.67179705,0.75297249,-0.107650418,-0.23571404,-0.65509752,0.704877214,0.50649351,0.072967033,0.000489472,0.08227848,,,,,,,,
253,2010,Poland,5,7,0,0,0,"361,803.90",2.6,5.78,3.9947,5.8,2.73642564,0.53250757,-0.526750789,-0.23571404,-0.75594142,0.687197289,0.54545455,0.062857143,0.000464701,0.09493671,,,,,,,,
254,2010,Portugal,0,2,0,0,0,"179,610.80",1.4,5.4,1,8,2.81890047,0.09157774,-0.500321036,-0.23571404,-0.75594142,0.708177905,0.33766234,0.064615385,0.000288501,0.11392405,,,,,,,,
255,2010,Romania,4,0,0,0,0,"125,408.80",6.1,7.34,4.2122,4.2,2.96386833,-0.49632871,-0.655123876,-0.23571404,-0.82317069,0.768215748,0.25974026,0.08967033,0,0.13924051,,,,,,,,
256,2010,Slovakia,7,7,0,0,0,"68,093.00",0.7,3.87,1,9.1,3.0920515,-0.56981702,-0.904318691,-0.23571404,-0.89039996,0.671647069,0.4025974,0.105054945,0.00024734,0.17088608,,,,,,,,
257,2010,Slovenia,0,0,0,0,0,"36,363.90",2.1,3.83,1,4.7,3.22197058,-0.79028194,-1.059121531,-0.23571404,-0.99124387,0.610011167,0.50649351,0.10021978,0.000380252,0.23417722,,,,,,,,
258,2010,Spain ,0,0,0,0,0,"1,072,709.00",2,4.25,1,13.1,3.36045686,0.16506604,-0.972280914,-0.23571404,-1.09208777,0.613884623,0.54545455,0.087472527,0.000261974,0.24683544,,,,,,,,
259,2010,Sweden,17,13,0,0,0,"374,329.50",1.9,2.89,9.5373,6.1,3.48456873,0.31204265,-0.942075481,-0.23571404,-1.15931704,0.555779877,0.7012987,0.137142857,0.00043762,0.25316456,,,,,,,,
260,2010,United Kingdom,22,27,0,1,0,"1,867,396.00",2.5,3.36,0.85784,5.3,3.5987022,-0.05539888,-1.187494618,-0.23571404,-0.82317069,0.54263908,0.53246753,0.158681319,0.000406687,0.24050633,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
